Start 1h:3m:33s, Update intervall 5 ms
Time [s], Button-press [], Acceleration_x [m/s^2], Acceleration_y [m/s^2], Acceleration_z [m/s^2], Angular-velocity_x [Deg/s], Angular-velocity_y [Deg/s], Angular-velocity_z [Deg/s], Quaternion_w [], Quaternion_x [], Quaternion_y [], Quaternion_z [], Euler-yaw [Deg], Euler-roll [Deg], Euler-pitch [Deg]
43.280,          ,   9.78,  -0.94,   1.01,    10.81,    -2.69,     4.31,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.285,          ,   9.70,  -0.87,   1.01,    10.88,    -2.56,     4.94,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.290,          ,   9.70,  -0.87,   1.01,    10.88,    -2.56,     4.94,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.295,          ,   9.41,  -0.80,   1.11,    10.62,    -5.31,     5.00,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.300,          ,   9.41,  -0.80,   1.11,    10.62,    -5.31,     5.00,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.320,          ,   9.58,  -0.76,   1.16,     9.50,   -11.69,     4.69,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.325,          ,   9.58,  -0.68,   1.19,     7.94,   -19.00,     4.44,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.330,          ,   9.58,  -0.68,   1.19,     7.94,   -19.00,     4.44,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.335,          ,   9.95,  -1.00,   0.75,     8.19,   -19.88,     4.12,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.340,          ,   9.95,  -1.00,   0.75,     8.19,   -19.88,     4.12,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.345,          ,  10.18,  -1.04,  -0.16,    11.81,    -9.62,     4.88,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.355,          ,  10.18,  -1.04,  -0.16,    11.81,    -9.62,     4.88,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.360,          ,   9.43,  -1.10,  -0.23,    16.00,     0.00,     5.00,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.365,          ,   9.43,  -1.10,  -0.23,    16.00,     0.00,     5.00,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.370,          ,   8.82,  -1.16,   0.52,    16.38,   -18.50,     3.62,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.375,          ,   8.82,  -1.16,   0.52,    15.38,   -30.75,     2.75,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.380,          ,   9.67,  -1.25,   1.56,    15.38,   -30.75,     2.75,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.385,          ,   9.62,  -1.21,   1.45,    14.38,   -25.62,     2.31,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.390,          ,   9.62,  -1.21,   1.45,    14.38,   -25.62,     2.31,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.395,          ,   9.77,  -1.18,   1.04,    16.00,   -24.00,     2.25,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.400,          ,   9.77,  -1.18,   1.04,    16.00,   -24.00,     2.25,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.420,          ,   9.85,  -1.03,   0.61,    19.56,   -18.12,     2.62,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.425,          ,   9.93,  -0.98,   1.20,    23.75,   -17.56,     2.06,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.430,          ,   9.93,  -0.98,   1.20,    23.75,   -17.56,     2.06,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.435,          ,  10.13,  -0.91,   1.02,    24.56,    -5.69,     2.12,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.440,          ,  10.13,  -0.91,   1.02,    24.56,    -5.69,     2.12,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.445,          ,   9.98,  -0.84,   0.79,    23.69,     5.44,     2.25,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.450,          ,   9.98,  -0.84,   0.79,    23.69,     5.44,     2.25,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.455,          ,   9.45,  -0.96,   0.69,    22.50,     5.50,     2.25,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.460,          ,   9.45,  -0.96,   0.69,    22.50,     5.50,     2.25,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.465,          ,   9.48,  -1.09,   0.78,    21.75,    -1.19,     2.94,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.470,          ,   9.48,  -1.09,   0.78,    21.69,    -7.69,     3.44,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.475,          ,   9.54,  -1.23,   0.85,    21.69,    -7.69,     3.44,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.485,          ,   9.54,  -1.23,   0.85,    22.44,   -11.50,     3.75,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.490,          ,   9.61,  -1.27,   0.78,    22.44,   -11.50,     3.75,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.495,          ,   9.71,  -1.22,   0.63,    24.38,   -11.25,     3.56,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.500,          ,   9.71,  -1.22,   0.63,    24.38,   -11.25,     3.56,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.515,          ,   9.71,  -1.19,   0.67,    26.94,    -9.81,     2.94,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.525,          ,   9.76,  -1.23,   0.62,    30.75,    -5.44,     1.31,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.530,          ,   9.82,  -1.26,   0.45,    30.75,    -5.44,     1.31,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.535,          ,   9.55,  -1.37,   0.78,    30.94,    -4.25,     1.12,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.540,          ,   9.55,  -1.37,   0.78,    30.94,    -4.25,     1.12,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.545,          ,   9.68,  -1.34,   0.89,    31.25,   -10.62,     1.38,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.550,          ,   9.68,  -1.34,   0.89,    31.25,   -10.62,     1.38,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.555,          ,  10.01,  -1.35,   0.75,    31.25,   -11.38,     1.62,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.560,          ,  10.01,  -1.35,   0.75,    31.25,   -11.38,     1.62,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.565,          ,  10.06,  -1.35,   0.63,    30.88,    -7.25,     1.94,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.570,          ,  10.06,  -1.35,   0.63,    30.88,    -7.25,     1.94,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.575,          ,  10.01,  -1.54,   0.59,    30.75,    -6.88,     2.44,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.580,          ,  10.01,  -1.54,   0.59,    31.50,    -6.06,     3.06,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.585,          ,   9.91,  -1.63,   0.70,    31.50,    -6.06,     3.06,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.595,          ,   9.91,  -1.63,   0.70,    32.19,    -5.56,     3.69,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.600,          ,   9.75,  -1.68,   0.92,    32.19,    -5.56,     3.69,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.615,          ,   9.75,  -1.68,   0.92,    32.94,    -3.31,     4.69,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.620,          ,   9.67,  -1.70,   0.90,    34.44,     8.25,     6.12,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.630,          ,   9.49,  -1.72,   0.77,    34.44,     8.25,     6.12,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.635,          ,   9.49,  -1.72,   0.77,    35.38,    10.38,     6.38,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.640,          ,   9.33,  -1.70,   0.70,    35.38,    10.38,     6.38,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.645,          ,   9.21,  -1.50,   0.59,    35.00,     8.81,     6.81,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.650,          ,   9.21,  -1.50,   0.59,    35.00,     8.81,     6.81,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.655,          ,   9.07,  -1.35,   0.52,    34.56,     8.00,     7.81,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.660,          ,   9.07,  -1.35,   0.52,    34.56,     8.00,     7.81,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.665,          ,   8.90,  -1.19,   0.39,    34.69,     6.56,     8.06,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.670,          ,   8.90,  -1.19,   0.39,    34.69,     6.56,     8.06,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.675,          ,   8.57,  -1.06,   0.37,    34.19,     4.88,     8.50,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.680,          ,   8.57,  -1.06,   0.37,    34.19,     4.88,     8.50,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.685,          ,   7.75,  -0.64,   0.43,    33.44,     2.25,     8.62,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.690,          ,   7.75,  -0.64,   0.43,    32.38,    -0.06,     8.38,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.700,          ,   7.42,  -0.38,   0.31,    32.38,    -0.06,     8.38,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.715,          ,   7.42,  -0.38,   0.31,    31.81,    -3.12,     8.06,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.720,          ,   6.82,   0.08,   0.28,    31.44,    -9.06,     4.56,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.730,          ,   5.99,   0.26,   0.16,    31.44,    -9.06,     4.56,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.735,          ,   5.99,   0.26,   0.16,    30.31,   -15.31,     2.75,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.740,          ,   5.62,   0.39,   0.03,    30.31,   -15.31,     2.75,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.745,          ,   5.39,   0.58,  -0.07,    29.69,   -24.56,     0.75,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.750,          ,   5.39,   0.58,  -0.07,    29.69,   -24.56,     0.75,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.755,          ,   5.31,   0.76,  -0.26,    30.94,   -36.44,    -2.31,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.760,          ,   5.31,   0.76,  -0.26,    30.94,   -36.44,    -2.31,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.765,          ,   6.70,   0.74,   0.10,    33.69,   -46.62,    -5.88,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.770,          ,   6.70,   0.74,   0.10,    33.69,   -46.62,    -5.88,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.775,          ,   7.60,   0.57,  -0.74,    38.25,   -41.50,    -8.69,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.780,          ,   7.60,   0.57,  -0.74,    42.31,   -35.12,   -11.44,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.785,          ,   7.54,   0.38,  -1.12,    42.31,   -35.12,   -11.44,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.790,          ,   7.54,   0.38,  -1.12,    42.25,   -57.50,   -14.62,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.795,          ,   7.44,   0.31,  -0.37,    42.25,   -57.50,   -14.62,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.815,          ,   7.44,   0.31,  -0.37,    42.25,   -57.50,   -14.62,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.820,          ,  10.14,   1.24,   1.18,    43.88,   -68.12,   -19.56,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.825,          ,  10.49,   1.47,   1.32,    47.62,   -63.25,   -23.00,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.830,          ,  10.49,   1.47,   1.32,    51.75,   -56.06,   -24.38,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.835,          ,  11.17,   1.48,   1.42,    51.75,   -56.06,   -24.38,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.840,          ,  11.17,   1.48,   1.42,    54.31,   -44.25,   -24.38,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.845,          ,  11.90,   1.27,   1.84,    54.31,   -44.25,   -24.38,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.855,          ,  11.90,   1.27,   1.84,    54.31,   -44.25,   -24.38,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.860,          ,  12.28,   1.28,   2.04,    55.81,   -31.88,   -23.62,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.865,          ,  12.28,   1.28,   2.04,    54.75,   -11.31,   -22.75,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.870,          ,  12.49,   1.24,   1.90,    54.75,   -11.31,   -22.75,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.875,          ,  12.25,   1.15,   1.48,    50.31,     4.88,   -21.69,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.880,          ,  12.25,   1.15,   1.48,    50.31,     4.88,   -21.69,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.885,          ,  11.70,   1.04,   0.92,    45.06,     6.88,   -21.00,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.890,          ,  11.70,   1.04,   0.92,    45.06,     6.88,   -21.00,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.895,          ,  11.73,   1.07,   0.68,    41.62,    -2.19,   -20.81,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.915,          ,  11.73,   1.07,   0.68,    41.62,    -2.19,   -20.81,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.920,          ,  11.85,   1.06,   0.78,    41.56,   -17.44,   -23.56,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.925,          ,  11.91,   0.98,   0.92,    42.56,   -20.50,   -24.12,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.930,          ,  11.91,   0.98,   0.92,    42.56,   -20.50,   -24.12,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.935,          ,  11.78,   0.81,   0.90,    43.19,   -18.19,   -24.19,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.940,          ,  11.78,   0.81,   0.90,    44.00,   -16.38,   -24.25,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.945,          ,  11.67,   0.63,   0.95,    44.00,   -16.38,   -24.25,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.950,          ,  11.67,   0.63,   0.95,    44.00,   -16.38,   -24.25,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.955,          ,  11.68,   0.36,   0.95,    45.00,   -15.25,   -24.25,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.960,          ,  11.68,   0.36,   0.95,    45.00,   -15.25,   -24.25,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.965,          ,  11.76,   0.33,   1.01,    45.06,   -13.25,   -23.94,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.975,          ,  11.76,   0.33,   1.01,    44.38,   -10.56,   -22.94,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.980,          ,  11.59,   0.33,   1.15,    44.38,   -10.56,   -22.94,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.985,          ,  11.54,   0.35,   1.30,    43.44,    -7.81,   -22.00,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.990,          ,  11.54,   0.35,   1.30,    43.44,    -7.81,   -22.00,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
43.995,          ,  11.28,   0.39,   1.08,    41.19,    -1.50,   -21.06,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
44.015,          ,  11.28,   0.39,   1.08,    41.19,    -1.50,   -21.06,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
44.020,          ,  10.51,   0.36,   0.90,    39.00,    -0.56,   -18.88,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
44.025,          ,  10.15,   0.29,   0.65,    39.25,    -2.94,   -18.19,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
44.030,          ,  10.15,   0.29,   0.65,    39.25,    -2.94,   -18.19,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
44.035,          ,   9.62,   0.22,   0.84,    41.19,   -11.38,   -18.00,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
44.040,          ,   9.62,   0.22,   0.84,    42.75,   -18.94,   -18.00,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
44.045,          ,   9.53,   0.17,   0.90,    42.75,   -18.94,   -18.00,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
44.050,          ,   9.53,   0.17,   0.90,    42.75,   -18.94,   -18.00,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
44.055,          ,   9.50,   0.08,   0.86,    43.88,   -21.44,   -17.94,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
44.060,          ,   9.50,   0.08,   0.86,    43.88,   -21.44,   -17.94,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
44.065,          ,   9.45,   0.02,   0.87,    45.62,   -20.31,   -17.62,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
44.075,          ,   9.45,   0.02,   0.87,    47.31,   -18.25,   -17.19,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
44.080,          ,   9.08,   0.01,   0.93,    47.31,   -18.25,   -17.19,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
44.085,          ,   8.81,   0.06,   1.09,    49.38,   -17.88,   -16.69,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
44.090,          ,   8.81,   0.06,   1.09,    49.38,   -17.88,   -16.69,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
44.100,          ,   8.68,   0.14,   1.24,    50.88,   -19.31,   -16.31,  0.66,  0.32, -0.57,  0.37,  301.56,   80.81,   -0.62
44.110,          ,   8.68,   0.14,   1.24,    50.88,   -19.31,   -16.31,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.115,          ,   8.12,   0.32,   1.12,    51.12,   -17.56,   -15.19,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.120,          ,   8.12,   0.32,   1.12,    49.88,   -20.00,   -14.50,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.125,          ,   8.02,   0.22,   1.08,    49.88,   -20.00,   -14.50,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.130,          ,   8.02,   0.22,   1.08,    48.69,   -23.25,   -13.81,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.140,          ,   8.16,   0.20,   1.05,    48.69,   -23.25,   -13.81,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.145,          ,   8.31,   0.21,   0.96,    48.81,   -23.31,   -13.12,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.150,          ,   8.31,   0.21,   0.96,    48.81,   -23.31,   -13.12,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.155,          ,   8.27,   0.22,   0.72,    49.56,   -22.25,   -12.81,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.160,          ,   8.27,   0.22,   0.72,    49.56,   -22.25,   -12.81,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.165,          ,   8.28,   0.14,   0.72,    50.31,   -25.25,   -12.38,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.170,          ,   8.28,   0.14,   0.72,    50.31,   -25.25,   -12.38,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.175,          ,   8.23,   0.06,   0.65,    49.88,   -28.38,   -12.12,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.180,          ,   8.23,   0.06,   0.65,    49.94,   -32.50,   -11.44,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.185,          ,   8.44,  -0.02,   0.44,    49.94,   -32.50,   -11.44,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.205,          ,   8.44,  -0.02,   0.44,    51.75,   -35.06,   -10.06,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.210,          ,  10.43,  -0.06,  -0.45,    54.62,   -25.06,    -5.94,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.215,          ,  10.80,  -0.03,  -1.08,    55.88,     0.69,    -0.19,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.220,          ,  10.80,  -0.03,  -1.08,    53.25,     7.75,     4.38,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.225,          ,  10.69,   0.13,   0.04,    53.25,     7.75,     4.38,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.230,          ,  10.69,   0.13,   0.04,    48.31,     8.31,     8.81,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.240,          ,  11.63,  -0.04,   0.59,    48.31,     8.31,     8.81,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.245,          ,  11.66,  -0.42,   0.51,    46.00,    23.19,    14.88,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.250,          ,  11.66,  -0.42,   0.51,    46.00,    23.19,    14.88,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.255,          ,  11.41,  -0.70,   0.34,    48.62,    26.50,    21.44,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.260,          ,  11.41,  -0.70,   0.34,    48.62,    26.50,    21.44,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.265,          ,  10.49,  -0.78,  -0.50,    50.75,    27.75,    27.00,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.270,          ,  10.49,  -0.78,  -0.50,    50.75,    27.75,    27.00,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.275,          ,  10.01,  -0.87,  -0.10,    50.94,    15.31,    31.38,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.280,          ,  10.01,  -0.87,  -0.10,    50.94,    15.31,    31.38,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.285,          ,  10.44,  -0.91,   0.83,    52.38,    -8.44,    35.38,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.305,          ,  10.44,  -0.91,   0.83,    52.94,   -14.75,    39.56,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.310,          ,  10.78,  -0.08,   1.51,    50.94,   -11.88,    42.81,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.315,          ,  10.67,   0.30,   1.31,    44.88,   -13.06,    44.88,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.320,          ,  10.67,   0.30,   1.31,    35.88,   -15.19,    47.38,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.330,          ,  10.80,   0.78,   1.12,    35.88,   -15.19,    47.38,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.335,          ,  11.12,   1.24,   0.70,    24.50,   -15.12,    50.06,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.340,          ,  11.12,   1.24,   0.70,    24.50,   -15.12,    50.06,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.345,          ,  11.48,   2.01,  -0.90,    14.81,   -15.25,    53.25,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.350,          ,  11.48,   2.01,  -0.90,    14.81,   -15.25,    53.25,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.355,          ,  11.84,   2.18,  -1.46,     9.94,   -19.69,    56.19,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.360,          ,  11.84,   2.18,  -1.46,     9.94,   -19.69,    56.19,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.365,          ,  12.54,   2.13,  -1.74,     7.62,   -26.75,    58.56,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.370,          ,  12.54,   2.13,  -1.74,     5.31,   -25.56,    59.94,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.375,          ,  13.23,   1.83,  -1.61,     5.31,   -25.56,    59.94,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.380,          ,  13.23,   1.83,  -1.61,     2.94,   -18.06,    59.44,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.390,          ,  14.41,   0.89,  -1.49,     2.94,   -18.06,    59.44,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.405,          ,  14.97,   0.39,  -1.92,     3.00,   -10.94,    56.94,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.410,          ,  15.16,   0.20,  -2.29,     4.31,    -3.56,    50.19,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.420,          ,  15.51,   0.25,  -2.19,     4.31,    -3.56,    50.19,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.425,          ,  15.36,   0.98,  -2.48,    -0.19,     3.75,    48.69,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
44.430,          ,  15.36,   0.98,  -2.48,    -0.19,     3.75,    48.69,  0.50,  0.53, -0.50,  0.47,  274.19,   84.69, -176.06
