Start 1h:14m:37s, Update intervall 5 ms
Time [s], Button-press [], Acceleration_x [m/s^2], Acceleration_y [m/s^2], Acceleration_z [m/s^2], Angular-velocity_x [Deg/s], Angular-velocity_y [Deg/s], Angular-velocity_z [Deg/s], Quaternion_w [], Quaternion_x [], Quaternion_y [], Quaternion_z [], Euler-yaw [Deg], Euler-roll [Deg], Euler-pitch [Deg]
96.535,          ,   8.96,   0.75,   2.02,   -19.94,   -11.25,    -4.88, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.540,          ,   8.96,   0.75,   2.02,   -18.81,   -11.94,    -4.69, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.550,          ,   9.54,   0.96,   1.74,   -18.81,   -11.94,    -4.69, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.555,          ,   9.57,   0.95,   1.49,   -18.50,    -6.12,    -5.38, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.560,          ,   9.57,   0.95,   1.49,   -18.50,    -6.12,    -5.38, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.565,          ,   9.50,   0.90,   1.49,   -18.19,    -2.81,    -5.81, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.570,          ,   9.50,   0.90,   1.49,   -17.50,    -4.88,    -5.94, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.585,          ,   9.50,   1.03,   2.03,   -17.50,    -4.88,    -5.94, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.595,          ,  10.14,   1.23,   2.49,   -13.00,    -9.75,    -7.38, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.600,          ,  10.14,   1.23,   2.49,   -13.00,    -9.75,    -7.38, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.605,          ,  10.32,   1.28,   2.57,   -11.88,    -4.50,    -8.25, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.610,          ,  10.32,   1.28,   2.57,   -11.88,    -4.50,    -8.25, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.615,          ,  10.24,   1.28,   2.70,   -10.50,     1.19,    -8.81, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.620,          ,  10.24,   1.28,   2.70,    -9.75,     4.69,    -9.56, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.625,          ,  10.26,   1.27,   2.72,    -9.75,     4.69,    -9.56, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.630,          ,  10.26,   1.27,   2.72,    -9.75,     4.69,    -9.56, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.635,          ,  10.27,   1.20,   2.68,    -9.50,     5.56,   -10.12, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.640,          ,  10.27,   1.20,   2.68,    -9.50,     5.56,   -10.12, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.645,          ,  10.31,   1.16,   2.70,    -8.94,     5.19,   -10.31, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.650,          ,  10.31,   1.16,   2.70,    -7.75,     3.56,   -10.31, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.660,          ,  10.28,   1.15,   2.67,    -7.75,     3.56,   -10.31, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.665,          ,  10.36,   1.16,   2.75,    -5.44,     1.88,   -10.38, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.670,          ,  10.36,   1.16,   2.75,    -5.44,     1.88,   -10.38, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.685,          ,  10.47,   1.18,   2.82,    -3.25,    -0.31,   -10.69, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.690,          ,  10.44,   1.30,   2.91,    -1.94,     1.75,    -9.81, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.695,          ,  10.09,   1.40,   2.95,    -1.94,     1.75,    -9.81, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.700,          ,   9.94,   1.35,   2.78,    -2.31,     1.56,    -9.19, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.710,          ,   9.94,   1.35,   2.78,    -2.31,     1.56,    -9.19, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.715,          ,   9.73,   1.25,   2.60,    -3.12,     2.00,    -8.50, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.720,          ,   9.73,   1.25,   2.60,    -3.12,     2.00,    -8.50, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.725,          ,   9.40,   1.15,   2.37,    -4.25,     2.44,    -7.69, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.730,          ,   9.40,   1.15,   2.37,    -4.25,     2.44,    -7.69, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.735,          ,   8.96,   1.05,   2.41,    -4.75,    -0.81,    -6.38, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.740,          ,   8.96,   1.05,   2.41,    -4.31,    -7.81,    -5.56, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.745,          ,   9.13,   0.99,   2.37,    -4.31,    -7.81,    -5.56, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.750,          ,   9.13,   0.99,   2.37,    -2.75,   -11.19,    -4.75, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.755,          ,   9.28,   0.93,   2.22,    -2.75,   -11.19,    -4.75, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.765,          ,   9.19,   0.83,   1.94,    -0.56,    -5.81,    -4.31, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.770,          ,   9.19,   0.83,   1.94,    -0.56,    -5.81,    -4.31, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.785,          ,   8.38,   0.65,   1.87,     0.75,     3.31,    -4.00, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.790,          ,   8.35,   0.65,   2.21,     1.75,    -5.75,    -2.44, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.800,          ,   8.79,   0.67,   2.60,     1.75,    -5.75,    -2.44, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.805,          ,   9.62,   0.60,   2.43,     3.25,   -14.88,    -1.06, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.810,          ,   9.62,   0.60,   2.43,     3.25,   -14.88,    -1.06, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.815,          ,   9.67,   0.74,   1.84,     7.50,    -4.81,     1.31, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.820,          ,   9.67,   0.74,   1.84,     7.50,    -4.81,     1.31, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.825,          ,   9.34,   0.58,   1.40,     9.56,    10.94,     2.94, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.830,          ,   9.34,   0.58,   1.40,     9.56,    10.94,     2.94, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.835,          ,   9.16,   0.68,   1.32,     9.81,    22.56,     2.69, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.840,          ,   9.16,   0.68,   1.32,     9.81,    22.56,     2.69, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.845,          ,   9.14,   0.78,   1.67,    10.06,    28.00,     2.44, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.850,          ,   9.14,   0.78,   1.67,    10.00,    24.38,     2.38, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.855,          ,   9.34,   0.93,   2.55,    10.00,    24.38,     2.38, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.860,          ,   9.34,   0.93,   2.55,     9.94,    17.25,     3.62, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.865,          ,   9.64,   1.03,   2.16,     9.94,    17.25,     3.62, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.885,          ,   9.40,   1.03,   1.76,    10.62,    21.44,     5.12, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.890,          ,   9.09,   1.03,   1.95,    11.44,    19.25,     5.94, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.895,          ,   9.75,   1.09,   2.74,    12.31,     8.69,     6.19, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.905,          ,  10.09,   1.22,   2.72,    12.38,     7.56,     5.94, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.910,          ,  10.09,   1.22,   2.72,    12.38,     7.56,     5.94, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.915,          ,  10.11,   1.42,   2.67,    11.25,    16.69,     5.38, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.920,          ,  10.11,   1.42,   2.67,     8.12,    23.62,     5.00, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.925,          ,   9.75,   1.77,   2.20,     8.12,    23.62,     5.00, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.930,          ,   9.75,   1.77,   2.20,     8.12,    23.62,     5.00, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.935,          ,   9.58,   1.90,   2.00,     4.00,    23.62,     5.12, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.940,          ,   9.58,   1.90,   2.00,     4.00,    23.62,     5.12, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.945,          ,   9.49,   1.97,   1.95,     0.94,    18.69,     5.56, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.950,          ,   9.49,   1.97,   1.95,    -0.12,    10.19,     5.75, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.955,          ,   9.50,   1.99,   2.05,    -0.12,    10.19,     5.75, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.965,          ,   9.68,   2.13,   2.45,    -0.75,     1.19,     5.69, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.970,          ,   9.68,   2.13,   2.45,    -0.75,     1.19,     5.69, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.985,          ,   9.84,   2.27,   2.44,    -2.12,    -4.00,     5.31, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
96.990,          ,   9.88,   2.38,   2.39,    -6.31,     0.19,     4.25, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
97.000,          ,   9.86,   2.45,   2.41,    -6.31,     0.19,     4.25, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
97.005,          ,   9.44,   2.26,   2.50,    -8.50,     3.56,     4.25, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
97.010,          ,   9.44,   2.26,   2.50,    -8.50,     3.56,     4.25, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
97.015,          ,   9.12,   2.00,   2.43,   -10.81,     6.94,     4.31, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
97.020,          ,   9.12,   2.00,   2.43,   -12.81,     8.19,     4.19, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
97.025,          ,   8.96,   1.82,   2.36,   -12.81,     8.19,     4.19, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
97.030,          ,   8.96,   1.82,   2.36,   -12.81,     8.19,     4.19, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
97.035,          ,   8.91,   1.79,   2.29,   -14.19,     4.81,     4.19, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
97.040,          ,   8.91,   1.79,   2.29,   -14.19,     4.81,     4.19, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
97.045,          ,   9.34,   1.71,   2.20,   -14.38,    -1.56,     4.69, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
97.050,          ,   9.24,   1.51,   2.04,   -14.00,    -0.94,     5.62, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
97.055,          ,   9.24,   1.51,   2.04,   -14.00,    -0.94,     5.62, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
97.065,          ,   9.11,   1.28,   2.12,   -13.00,    -0.06,     5.94, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
97.080,          ,   9.11,   1.28,   2.12,   -13.00,    -0.06,     5.94, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
97.090,          ,   9.22,   1.15,   2.49,    -9.44,    -4.94,     6.06, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
97.095,          ,   9.23,   1.19,   2.56,    -8.06,    -2.94,     7.12, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
97.100,          ,   9.23,   1.19,   2.56,    -8.06,    -2.94,     7.12, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
97.105,          ,   9.27,   1.22,   2.58,    -7.50,    -1.88,     8.44, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
97.110,          ,   9.27,   1.22,   2.58,    -8.12,    -0.44,     9.81, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
97.115,          ,   9.28,   1.16,   2.60,    -8.12,    -0.44,     9.81, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
97.120,          ,   9.28,   1.16,   2.60,    -9.38,     1.12,    11.25, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
97.125,          ,   9.22,   0.86,   2.71,    -9.38,     1.12,    11.25, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
97.130,          ,   9.22,   0.86,   2.71,    -9.38,     1.12,    11.25, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
97.135,          ,   9.08,   0.96,   2.84,    -9.81,     1.62,    13.62, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
97.140,          ,   9.08,   0.96,   2.84,    -9.81,     1.62,    13.62, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
97.145,          ,   9.08,   0.97,   2.95,    -8.94,    -1.75,    15.88, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
97.150,          ,   9.21,   0.99,   2.99,    -7.56,    -7.38,    17.56, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
97.155,          ,   9.21,   0.99,   2.99,    -7.56,    -7.38,    17.56, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
97.165,          ,   9.57,   1.01,   2.96,    -6.25,   -10.31,    18.56, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
97.180,          ,   9.57,   1.01,   2.96,    -6.25,   -10.31,    18.56, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
97.190,          ,   9.68,   0.79,   3.52,    -2.31,   -11.94,    20.88, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
97.195,          ,   9.69,   0.72,   3.65,    -1.12,    -8.56,    22.56, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
97.200,          ,   9.69,   0.72,   3.65,    -1.12,    -8.56,    22.56, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
97.205,          ,   9.45,   0.69,   3.26,    -2.44,    -1.25,    24.56, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
97.210,          ,   9.45,   0.69,   3.26,    -3.56,     1.31,    25.94, -0.41,  0.51,  0.39,  0.64,  114.44,   79.25,  -24.75
97.215,          ,   9.45,   0.69,   3.26,    -3.56,     1.31,    25.94, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.220,          ,   9.29,   0.54,   3.21,    -2.06,    -0.75,    27.19, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.225,          ,   9.12,   0.47,   3.26,    -2.06,    -0.75,    27.19, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.230,          ,   9.09,   0.48,   3.25,     0.94,    -5.00,    28.12, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.235,          ,   9.09,   0.48,   3.25,     0.94,    -5.00,    28.12, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.240,          ,   9.04,   0.13,   2.98,     4.62,    -7.81,    28.75, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.245,          ,   9.04,   0.13,   2.98,     4.62,    -7.81,    28.75, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.255,          ,   9.03,   0.32,   2.94,     9.12,    -7.44,    29.81, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.260,          ,   9.03,   0.32,   2.94,     9.12,    -7.44,    29.81, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.265,          ,   9.30,   0.37,   3.11,    14.50,   -12.00,    29.25, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.280,          ,   9.30,   0.37,   3.11,    14.50,   -12.00,    29.25, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.290,          ,   9.25,   0.12,   3.26,    25.06,    -8.94,    28.50, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.295,          ,   9.19,  -0.20,   3.04,    30.00,    -3.94,    28.12, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.300,          ,   9.19,  -0.20,   3.04,    30.00,    -3.94,    28.12, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.305,          ,   9.17,  -0.42,   2.93,    33.12,    -0.75,    26.62, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.310,          ,   9.17,  -0.42,   2.93,    34.81,    -0.81,    25.56, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.315,          ,   9.63,  -0.76,   2.79,    34.81,    -0.81,    25.56, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.320,          ,  10.57,  -0.88,   2.40,    39.81,    -0.31,    24.81, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.325,          ,  10.57,  -0.88,   2.40,    39.81,    -0.31,    24.81, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.330,          ,  10.68,  -0.78,   2.01,    50.06,    11.12,    25.50, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.335,          ,  10.68,  -0.78,   2.01,    50.06,    11.12,    25.50, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.345,          ,  10.38,  -0.70,   2.31,    61.88,    24.50,    26.50, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.350,          ,  10.38,  -0.70,   2.31,    61.88,    24.50,    26.50, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.355,          ,  10.48,  -0.87,   2.48,    67.94,    30.50,    25.38, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.360,          ,  10.48,  -0.87,   2.48,    69.62,    41.19,    24.44, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.365,          ,  10.18,  -0.92,   2.91,    69.62,    41.19,    24.44, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.385,          ,  10.18,  -0.92,   2.91,    70.31,    41.31,    24.38, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.390,          ,  10.84,  -0.83,   2.74,    71.31,    38.31,    25.69, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.395,          ,   9.73,  -0.87,   1.96,    74.44,    43.12,    27.38, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.400,          ,   9.73,  -0.87,   1.96,    76.25,    35.94,    27.38, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.405,          ,   9.42,  -0.89,   2.30,    76.25,    35.94,    27.38, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.410,          ,   9.59,  -0.89,   2.55,    76.81,    23.00,    26.19, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.415,          ,   9.59,  -0.89,   2.55,    76.81,    23.00,    26.19, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.425,          ,   9.69,  -0.86,   2.50,    75.88,    19.94,    25.38, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.430,          ,   9.69,  -0.86,   2.50,    75.88,    19.94,    25.38, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.435,          ,   9.29,  -0.68,   2.39,    74.88,    23.62,    24.38, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.440,          ,   9.29,  -0.68,   2.39,    74.88,    23.62,    24.38, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.445,          ,   9.06,  -0.55,   2.40,    73.75,    25.31,    22.62, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.450,          ,   9.06,  -0.55,   2.40,    71.00,    27.00,    20.75, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.455,          ,   8.82,  -0.45,   2.33,    71.00,    27.00,    20.75, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.460,          ,   8.82,  -0.45,   2.33,    67.81,    28.62,    19.25, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.465,          ,   8.60,  -0.43,   2.14,    67.81,    28.62,    19.25, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.490,          ,   8.21,  -0.09,   1.67,    66.94,    28.69,    18.44, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.495,          ,   7.88,   0.35,   1.83,    72.00,    18.25,    16.00, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.500,          ,   7.88,   0.35,   1.83,    72.00,    18.25,    16.00, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.505,          ,   7.99,   0.53,   2.16,    78.44,     5.06,    13.06, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.510,          ,   7.99,   0.53,   2.16,    82.62,    -7.88,     9.44, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.515,          ,   8.48,   0.59,   2.64,    82.62,    -7.88,     9.44, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.520,          ,   8.48,   0.59,   2.64,    84.44,   -13.75,     6.38, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.525,          ,   8.60,   0.63,   2.85,    84.44,   -13.75,     6.38, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.530,          ,   8.60,   0.63,   2.85,    83.00,   -16.31,     5.19, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.535,          ,   8.83,   0.71,   3.00,    83.00,   -16.31,     5.19, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.540,          ,   8.83,   0.71,   3.00,    80.50,   -14.75,     5.00, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.545,          ,   9.03,   0.81,   3.17,    80.50,   -14.75,     5.00, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.550,          ,   9.03,   1.10,   3.63,    78.25,   -12.06,     5.31, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.555,          ,   9.03,   1.10,   3.63,    78.25,   -12.06,     5.31, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.560,          ,   9.37,   1.09,   3.75,    76.25,   -13.69,     5.56, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.565,          ,   9.37,   1.09,   3.75,    76.25,   -13.69,     5.56, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.585,          ,   9.54,   1.05,   3.67,    71.94,    -9.00,     5.50, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.590,          ,   9.56,   0.75,   3.70,    60.31,    -4.00,     8.25, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.595,          ,   9.56,   0.75,   3.70,    60.31,    -4.00,     8.25, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.600,          ,   9.65,   0.70,   3.65,    57.06,    -3.31,    10.38, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.605,          ,   9.65,   0.70,   3.65,    57.06,    -3.31,    10.38, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.615,          ,   9.82,   0.62,   3.48,    54.88,    -3.19,    11.88, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.620,          ,   9.82,   0.62,   3.48,    53.31,    -2.00,    12.75, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.625,          ,   9.85,   0.54,   3.22,    53.31,    -2.00,    12.75, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.630,          ,   9.85,   0.54,   3.22,    53.31,    -2.00,    12.75, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.635,          ,   9.56,   0.42,   3.07,    52.56,    -2.19,    12.81, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.640,          ,   9.56,   0.42,   3.07,    52.56,    -2.19,    12.81, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.645,          ,   9.39,   0.49,   3.15,    51.75,    -5.19,    12.62, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.650,          ,   9.31,   0.59,   3.35,    50.94,   -10.00,    12.38, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.655,          ,   9.31,   0.59,   3.35,    50.94,   -10.00,    12.38, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.660,          ,   9.25,   0.64,   3.50,    50.31,   -13.62,    11.81, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.665,          ,   9.25,   0.64,   3.50,    50.31,   -13.62,    11.81, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.685,          ,   9.29,   0.55,   3.39,    48.38,   -13.50,    11.25, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.690,          ,   9.15,   0.39,   2.71,    40.75,    -8.88,    10.12, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
97.695,          ,   9.15,   0.39,   2.71,    40.75,    -8.88,    10.12, -0.38,  0.52,  0.31,  0.70,  122.50,   74.81,   -7.75
